,index,Star,Scan,JD,CHARA_num,wl,v2,v2c,v2sig,v2exp,flux,T1,T2,File,sp_freq,sp_freq_sample,pa,corr_v2,corr_v2c,corr_v2sig,cal_v2,cal_v2sig,u,v
72,216,HD_84999,13,7793.7414,130216,0.686,0.006747,0.00232,0.000226,0.9298,13067.1,W2,S2,210504_13_HD_84999.pav,208547044.43460298,208547044.43460298,140.36859512866727,0.010262953324098077,0.002495160249516025,0.00024306302430630243,0.045641009624529355,0.0013780001736930906,-110182145.45329383,91252368.49861796
73,217,HD_84999,13,7793.7414,130216,0.6804,0.006253,0.00177,0.000229,0.93,13256.5,W2,S2,210504_13_HD_84999.pav,210263481.01431164,210263481.01431164,140.36859512866727,0.009552797420679084,0.0019032258064516129,0.0002462365591397849,0.045882946190912405,0.0013687268354630464,-110182145.45329383,91252368.49861796
74,218,HD_84999,13,7793.7414,130216,0.675,0.004928,0.001468,0.000216,0.9325,13439.5,W2,S2,210504_13_HD_84999.pav,211945588.86242613,211945588.86242613,140.36859512866727,0.007541949772302797,0.0015742627345844502,0.00023163538873994638,0.03929990499524288,0.001384737542542076,-110182145.45329383,91252368.49861796
75,219,HD_84999,13,7793.7414,130216,0.6697,0.004918,0.001378,0.000259,0.9348,12549.8,W2,S2,210504_13_HD_84999.pav,213622924.41710865,213622924.41710865,140.36859512866727,0.00754168069756709,0.0014741121095421482,0.0002770646127513907,0.03431870905523818,0.0017090749218894245,-110182145.45329383,91252368.49861796
76,220,HD_84999,13,7793.7414,130216,0.6643,0.004913,0.001209,0.000247,0.9369,12479.6,W2,S2,210504_13_HD_84999.pav,215359434.7164499,215359434.7164499,140.36859512866727,0.0075519120460610205,0.0012904258725584374,0.0002636353933183904,0.03480556578019946,0.0013086308631785227,-110182145.45329383,91252368.49861796
77,221,HD_84999,13,7793.7414,130216,0.659,0.005127,0.001234,0.000253,0.9374,12334.2,W2,S2,210504_13_HD_84999.pav,217091460.519177,217091460.519177,140.36859512866727,0.007913133863087096,0.0013164070834222317,0.000269895455515255,0.037899254062578075,0.001402245984172448,-110182145.45329383,91252368.49861796
78,222,HD_84999,13,7793.7414,130216,0.6536,0.004447,0.001382,0.000243,0.9355,12324.3,W2,S2,210504_13_HD_84999.pav,218885055.8172241,218885055.8172241,140.36859512866727,0.006910513273019573,0.0014772848743987172,0.0002597541421699626,0.03510828797650938,0.0016388012880138834,-110182145.45329383,91252368.49861796
79,223,HD_84999,13,7793.7414,130216,0.6485,0.004875,0.00147,0.000277,0.9304,11432.9,W2,S2,210504_13_HD_84999.pav,220606434.05109894,220606434.05109894,140.36859512866727,0.007652312434282715,0.0015799656061908855,0.0002977214101461737,0.034906945187601665,0.0014757660745538144,-110182145.45329383,91252368.49861796
80,224,HD_84999,13,7793.7414,130216,0.6436,0.003414,0.00093,0.00029,0.9238,11560.2,W2,S2,210504_13_HD_84999.pav,222286004.4781505,222286004.4781505,140.36859512866727,0.005421540871961297,0.0010067114093959733,0.00031392076206971205,0.02701358983260276,0.001849856907524114,-110182145.45329383,91252368.49861796
81,225,HD_84999,13,7793.7414,130216,0.6389,0.002427,0.000843,0.000284,0.9128,11504.0,W2,S2,210504_13_HD_84999.pav,223921227.86373085,223921227.86373085,140.36859512866727,0.003917758817974626,0.0009235319894829098,0.0003111305872042069,0.022912851290070254,0.0018833208907344167,-110182145.45329383,91252368.49861796
82,226,HD_84999,13,7793.7414,130216,0.6345,0.002148,0.000553,0.00029,0.8958,11221.3,W2,S2,210504_13_HD_84999.pav,225474030.7047087,225474030.7047087,140.36859512866727,0.0035479080492497117,0.0006173252958249609,0.000323732976110739,0.025472152731727964,0.0024172838005251354,-110182145.45329383,91252368.49861796
